geneNames	transcriptNames	id	fc	pval	qval
.	gene-PA4129	4228	0.0484864153529281	2.74898881436059e-10	3.00485987124325e-10
.	gene-PA4683	4819	0.495574686173588	2.7542146341375e-10	3.0099250837286e-10
pchC	gene-PA4229	4330	5.89896837935721	2.78351786064945e-10	3.04129529896916e-10
.	gene-PA2591	2646	3.81189741351469	2.78689182842129e-10	3.04432759345269e-10
.	gene-PA4368	4486	3.46807737099297	2.79691381166458e-10	3.05461914353831e-10
.	gene-PA3712	3807	0.13597320132846	2.80561573973159e-10	3.0634648994063e-10
bdlA	gene-PA1423	1453	0.161555139256121	2.8104085725289e-10	3.06803941419267e-10
.	gene-PA1890	1937	0.28939607694241	2.81382916966777e-10	3.0711142579439e-10
.	gene-PA2673	2728	1.9458873341415	2.82142531560226e-10	3.07874414803379e-10
serS	gene-PA2612	2668	2.33688336871541	2.82225465220165e-10	3.07898839443154e-10
rimK	gene-PA5197	5357	0.471893713185651	2.83696399705491e-10	3.09437192728962e-10
fleS	gene-PA1098	1124	2.46042806341509	2.84485546231394e-10	3.10231396651649e-10
.	gene-PA4627	4760	0.748266025344594	2.85816925682525e-10	3.11616438056526e-10
.	gene-PA1290	1319	2.96597480236243	2.86031420770883e-10	3.11783445792055e-10
.	gene-PA4344	4461	3.16817845271739	2.87037282831193e-10	3.12749414966543e-10
.	gene-PA1463	1494	0.284209244912192	2.87040613500267e-10	3.12749414966543e-10
lpxC	gene-PA4406	4524	2.91869367255737	2.8716340416679e-10	3.12816176132847e-10
.	gene-PA0469	475	4.54142886262465	2.88723378538691e-10	3.14448143043316e-10
.	gene-PA0126	130	1.84273775774994	2.90284019044407e-10	3.16080136368481e-10
.	gene-PA4292	4405	1.43619967835846	2.90373503020191e-10	3.16095390444607e-10
mtlR	gene-PA2337	2387	0.444076831822649	2.90422352833275e-10	3.16095390444607e-10
.	gene-PA4857	5011	0.399402090828325	2.90583224149543e-10	3.16202802225642e-10
.	gene-PA2221	2269	4.14794585414971	2.93255975059026e-10	3.19042925369094e-10
.	gene-PA3577	3670	0.133720689302166	2.93346680280138e-10	3.19073341010588e-10
phoU	gene-PA5365	5528	0.417047815323834	2.93557400610212e-10	3.19234256223893e-10
.	gene-PA1038	1063	0.4419754052108	2.94550606128041e-10	3.20245848227729e-10
.	gene-PA3869	3966	2.1312866078559	2.94814062051785e-10	3.20463767749749e-10
.	gene-PA3281	3360	5.02023314751793	2.95066637789887e-10	3.20669769857144e-10
.	gene-PA4709	4855	4.46228152905256	2.95463320476586e-10	3.21032261671675e-10
.	gene-PA2150	2196	2.31690617973162	2.95819369000583e-10	3.21350457459509e-10
vanB	gene-PA4905	5058	2.49096318923618	2.96015656431337e-10	3.21495004902466e-10
.	gene-PA2667	2723	3.2742240533663	2.96500823893098e-10	3.21953168801282e-10
.	gene-PA2607	2663	1.70036882450259	2.9857438743619e-10	3.24135516676564e-10
.	gene-PA3354	3436	0.327897383319577	2.9869973161567e-10	3.24202376790968e-10
.	gene-PA3711	3806	0.197313041620587	2.99099855993745e-10	3.24567385345325e-10
.	gene-PA3455	3548	0.304705238079565	3.01314750927872e-10	3.26854019532624e-10
.	gene-PA1623	1659	0.352580859040566	3.01335623120735e-10	3.26854019532624e-10
.	gene-PA0444	449	0.358199440853214	3.01659475177019e-10	3.27135515307131e-10
.	gene-PA1676	1713	2.27978369071352	3.01939806490736e-10	3.27369704905201e-10
.	gene-PA1441	1471	2.3869119475377	3.02392555440179e-10	3.27790693756834e-10
.	gene-PA5477	5646	0.5940513104915	3.02853742084608e-10	3.28220647591694e-10
.	gene-PA0450	455	2.21753487155265	3.03011837843314e-10	3.28322010533402e-10
bolA	gene-PA0857	874	0.545102475251658	3.03354785735621e-10	3.28623580201456e-10
xcpT	gene-PA3101	3175	0.232786887715595	3.05049208115804e-10	3.30388758949705e-10
.	gene-PA3341	3423	1.63487427414374	3.05139247203101e-10	3.30415901198418e-10
secB	gene-PA5128	5284	1.75591316790089	3.05772296371742e-10	3.31030897817822e-10
.	gene-PA2684	2739	1.82819709540571	3.07742720195847e-10	3.3309317415834e-10
.	gene-PA3896	3994	1.68996604009158	3.08783776326038e-10	3.34120427560158e-10
gcvT2	gene-PA2442	2496	0.468053857571297	3.08855607755731e-10	3.34120427560158e-10
.	gene-PA2427	2481	12.9586348420537	3.0888891444647e-10	3.34120427560158e-10
.	gene-PA3089	3160	0.295285266257408	3.10096504030355e-10	3.35355321776766e-10
xcpV	gene-PA3099	3173	0.313247988521218	3.10786729684764e-10	3.36030304156289e-10
bfrB	gene-PA3531	3623	0.351524896066514	3.11538572717041e-10	3.36771607624607e-10
.	gene-PA5525	5693	3.06710675578994	3.15060755262664e-10	3.40506682361455e-10
ssrA	rna-PA0826.2	841	0.0769110812748958	3.16342840811501e-10	3.41819665432742e-10
sodM	gene-PA4468	4589	0.150682137483453	3.164194462002e-10	3.4182980325643e-10
.	gene-PA1730	1767	3.06079777162611	3.1730085225945e-10	3.42709183037235e-10
pagL	gene-PA4661	4795	0.218936797545794	3.18048698488838e-10	3.43443965133943e-10
selB	gene-PA4807	4961	2.39776770397832	3.18798321075064e-10	3.44117000867704e-10
.	gene-PA3356	3438	2.72651720430703	3.18807313881564e-10	3.44117000867704e-10
.	gene-PA2754	2811	0.302155741178587	3.20290571842463e-10	3.45644643000621e-10
.	gene-PA4623	4749	0.275436388807074	3.20741877501973e-10	3.46013084540057e-10
.	gene-PA5529	5697	2.63900175885406	3.20768078765354e-10	3.46013084540057e-10
.	gene-PA1733	1770	0.225563092980588	3.22529114527015e-10	3.47838928392337e-10
fis	gene-PA4853	5007	1.81167216330249	3.23818194480907e-10	3.49155114278077e-10
.	gene-PA1731	1768	2.61078476096773	3.25110605103873e-10	3.50474332616747e-10
alc	gene-PA1515	1547	0.350360692464332	3.25931726052886e-10	3.51285041750514e-10
.	gene-PA1069	1095	0.613601167000442	3.26149329765713e-10	3.51445081978946e-10
.	gene-PA4398	4516	1.97815872057399	3.27401883382095e-10	3.52720037499566e-10
.	gene-PA3659	3754	0.655380991357662	3.27734617222575e-10	3.53003712894894e-10
tatA	gene-PA5068	5225	0.310354703573629	3.2975422392667e-10	3.55103818015061e-10
.	gene-PA0027	27	1.9319622558916	3.30446336960222e-10	3.55773792810232e-10
ffs	rna-PA1530.1	1563	4.47328315135037	3.31460081604007e-10	3.56789694105922e-10
.	gene-PA1883	1930	1.9883815952351	3.31668914554939e-10	3.56938927092458e-10
.	gene-PA0061	63	2.48745103724621	3.31983440737815e-10	3.57201818906431e-10
.	rna-PA2852.1	2917	2.49531192748257	3.33823191311922e-10	3.5910533696237e-10
.	gene-PA3849	3945	0.554700200589435	3.34685501535148e-10	3.59956805267815e-10
.	gene-PA1057	1083	1.37502944490965	3.35845795618184e-10	3.61128329608472e-10
.	gene-PA4881	5034	3.11668728102137	3.37361472091402e-10	3.62681413442871e-10
hemO	gene-PA0672	684	5.99817169044987	3.39356986955863e-10	3.64749583316543e-10
.	MSTRG.1235.1	1483	2.44997870038577	3.39910766200546e-10	3.65267592166056e-10
.	rna-PA3133.1	3209	1.52902425942651	3.39995920306535e-10	3.65281904660623e-10
algA	gene-PA3551	3643	0.456559783192422	3.42798567309899e-10	3.68215191121849e-10
.	gene-PA2706	2761	0.309380303152208	3.440474571903e-10	3.69478631428231e-10
gfnR	gene-PA3630	3725	2.4527643522153	3.44899775406304e-10	3.703157428085e-10
glnD	gene-PA3658	3753	0.638396968033927	3.4857716713077e-10	3.74139741982066e-10
.	gene-PA1518	1550	0.370569174395351	3.48608475420065e-10	3.74139741982066e-10
.	gene-PA1199	1228	2.55576200097996	3.49285267375876e-10	3.7478699822881e-10
wbpM	gene-PA3141	3221	2.74859887307637	3.50489748335292e-10	3.7600007811919e-10
.	MSTRG.1995.1	2448	0.225403091502879	3.51922269103966e-10	3.77399420234571e-10
.	gene-PA3819	3915	0.192351406939859	3.51942586185316e-10	3.77399420234571e-10
.	gene-PA2376	2425	0.58527954022425	3.52746942766657e-10	3.78182206191957e-10
.	gene-PA2172	2218	0.391862159377164	3.54274387603937e-10	3.79739726173275e-10
.	gene-PA3306	3388	2.67281021643433	3.5581326773837e-10	3.81308844351867e-10
upp	gene-PA4646	4780	0.612070301400768	3.56055074313133e-10	3.81487579621214e-10
.	gene-PA1734	1771	1.76035360910251	3.5642688800408e-10	3.81805503581366e-10
atuC	gene-PA2888	2953	2.00085393524823	3.57037177600716e-10	3.82378695892932e-10
.	gene-PA4162	4262	2.49992625960877	3.59076657296953e-10	3.84481954591494e-10
.	gene-PA4711	4857	0.524848381030986	3.59922092130205e-10	3.85306071259388e-10
ftsL	gene-PA4419	4538	2.39757617375388	3.61411567340042e-10	3.86819158056012e-10
.	gene-PA3941	4040	0.472645730930896	3.61724428188381e-10	3.8707254152734e-10
.	gene-PA2737	2790	3.48352089492786	3.62687879729151e-10	3.88021853234322e-10
nuoD	gene-PA2639	2695	1.51473456665692	3.64516750117616e-10	3.89831183106963e-10
.	gene-PA1579	1615	0.330115110207029	3.64532404262263e-10	3.89831183106963e-10
.	gene-PA0819	834	0.438423042924755	3.64744678904572e-10	3.89976175826271e-10
.	gene-PA0571	578	1.82436874661868	3.64937191577042e-10	3.90099983008042e-10
.	gene-PA1252	1281	0.454224664589393	3.65517172085106e-10	3.90637835235974e-10
.	gene-PA5307	5469	0.451111228911371	3.66840113841249e-10	3.91969316848656e-10
.	gene-PA5326	5489	1.60011071072383	3.67201380413462e-10	3.9227290323581e-10
.	gene-PA4143	4242	2.2358691652898	3.70649066994133e-10	3.9587282202587e-10
.	gene-PA2479	2530	0.632176636019846	3.72154418393222e-10	3.97397147738248e-10
.	gene-PA2533	2584	1.73471324603304	3.73535868902763e-10	3.98788556239881e-10
vanA	gene-PA4904	5057	2.0179278493754	3.75092845672498e-10	4.00366733888466e-10
.	gene-PA2696	2751	0.291200544825269	3.75839803723466e-10	4.01079832514968e-10
.	gene-PA3927	4026	0.395624794922318	3.76425557391258e-10	4.01620637711822e-10
.	gene-PA4716	4862	1.8691579171007	3.7771419325594e-10	4.02910986512787e-10
.	gene-PA4486	4607	0.573943488998442	3.79702935759951e-10	4.04947447218824e-10
kefB	gene-PA1207	1236	0.632591024119706	3.79801856631445e-10	4.04968010268589e-10
recR	gene-PA1534	1567	0.643233243213674	3.83269416204257e-10	4.08579660670576e-10
.	gene-PA0937	960	1.61321915283214	3.84330345326589e-10	4.09624775934962e-10
cyoA	gene-PA1317	1346	1.33494643414879	3.84861809088477e-10	4.10105259684599e-10
.	gene-PA3496	3589	4.92977326100263	3.87245790989255e-10	4.12559155076547e-10
.	gene-PA4111	4210	0.531534451338965	3.89682952572912e-10	4.15068666492094e-10
.	gene-PA2109	2154	1.35548615679099	3.92183618913577e-10	4.17644754382312e-10
.	gene-PA1217	1246	0.574344586023	3.94549060089844e-10	4.20075789480079e-10
.	MSTRG.1995.3	2450	0.20988580183441	3.95066868108529e-10	4.20539046332818e-10
.	gene-PA3077	3148	0.616377699030142	3.95906529782053e-10	4.21344642934646e-10
fliF	gene-PA1101	1127	0.543318920684788	3.96221389031837e-10	4.21518769679569e-10
.	gene-PA2105	2150	0.382579337238835	3.96235932953459e-10	4.21518769679569e-10
.	gene-PA2604	2660	0.275333677327712	3.97311739064321e-10	4.22574815549482e-10
.	gene-PA0271	275	1.8376807351839	3.99966948450015e-10	4.2530989813223e-10
.	gene-PA3755	3851	1.89680318842805	4.00408706191513e-10	4.25623948710903e-10
soxG	gene-PA5419	5587	2.19401661581996	4.00429689406678e-10	4.25623948710903e-10
.	gene-PA5324	5487	0.5484672829209	4.05864120089916e-10	4.31310146427842e-10
.	gene-PA0644	650	0.404404687420754	4.08168165932921e-10	4.33668015831363e-10
.	gene-PA0490	496	0.446116010925937	4.08483247227309e-10	4.33912118686206e-10
wbpE	gene-PA3155	3234	0.435199228526605	4.10846467957526e-10	4.36331305255644e-10
.	gene-PA4902	5055	0.647237666753265	4.12313294617661e-10	4.37709113213486e-10
.	gene-PA2582	2636	0.402382186633086	4.1231595915292e-10	4.37709113213486e-10
.	gene-PA0574	581	0.508540321724909	4.13578282731919e-10	4.38957538654103e-10
mtlZ	gene-PA2344	2394	1.34894589957611	4.14015821625924e-10	4.39330228081766e-10
.	gene-PA1244	1273	3.59400795302163	4.1505665571151e-10	4.40342811244112e-10
.	gene-PA2134	2180	0.380648953391237	4.15294909572594e-10	4.40503674421494e-10
.	gene-PA4575	4700	0.397827817668652	4.1810621631555e-10	4.43393140764249e-10
algI	gene-PA3548	3640	0.533771251456233	4.18450829542394e-10	4.43666069270866e-10
pchF	gene-PA4225	4326	5.20866011394714	4.19090984138393e-10	4.44252168927189e-10
.	gene-PA3220	3297	0.515832492598902	4.20127599376485e-10	4.45258199839397e-10
.	gene-PA4070	4168	1.98272680205167	4.2058900806552e-10	4.45654325070466e-10
.	gene-PA2115	2160	1.29199272906384	4.22111789966095e-10	4.47174677495332e-10
.	gene-PA1797a	1839	0.553093069090869	4.223780214474e-10	4.47363515738394e-10
.	gene-PA0123	127	2.10009403131418	4.23399759696963e-10	4.48352306967734e-10
.	gene-PA4088	4186	1.78241274221	4.23679091809959e-10	4.48554691204172e-10
.	gene-PA0759	773	0.593418396308186	4.25119939251317e-10	4.49986446938582e-10
.	gene-PA3271	3350	2.30185469226207	4.25849799867706e-10	4.50599844578033e-10
.	gene-PA2869	2934	0.368050335206819	4.25876667264902e-10	4.50599844578033e-10
pctC	gene-PA4307	4422	0.597422072677195	4.28137081343039e-10	4.52897245398242e-10
cspD	gene-PA2622	2678	3.02212546420241	4.30431024156519e-10	4.55229150964205e-10
.	gene-PA4421	4540	2.91842564885526	4.30774194093431e-10	4.55497354328362e-10
.	gene-PA1918	1965	1.48033471308237	4.31870095241038e-10	4.56561212952324e-10
.	gene-PA0981	1004	0.500317988767075	4.35734004433641e-10	4.60550283214522e-10
.	gene-PA1813	1858	1.84769822986881	4.41595648936755e-10	4.66648768670698e-10
.	gene-PA0833	848	2.01063940777753	4.42130443367716e-10	4.67074563488032e-10
.	gene-PA0078	81	0.753869306021186	4.42182290782966e-10	4.67074563488032e-10
.	gene-PA3602	3695	1.39185362691365	4.44053238624065e-10	4.68953420229153e-10
.	gene-PA4510	4631	1.77706028346699	4.45298686813089e-10	4.70107792220907e-10
.	gene-PA0922	944	1.69141492586286	4.45331216347711e-10	4.70107792220907e-10
glnE	gene-PA5014	5171	1.82277514440501	4.49455361817286e-10	4.74362913001432e-10
.	gene-PA0680	692	0.478383690629985	4.49894344001223e-10	4.74727690235779e-10
.	gene-PA1112	1138	2.11839067686442	4.50206982804957e-10	4.74959026465396e-10
.	gene-PA2764	2824	2.07408310229548	4.50651960193227e-10	4.7532985222621e-10
xcpP	gene-PA3104	3178	2.16795769739703	4.52026416297713e-10	4.76672696752746e-10
.	gene-PA2488	2539	0.589322931568561	4.52112569604424e-10	4.76672696752746e-10
.	gene-PA0528	535	0.837966505790214	4.53679316336775e-10	4.78225398750518e-10
.	gene-PA3943	4042	0.630522240795146	4.54170034913659e-10	4.78643446121442e-10
.	gene-PA0160	164	1.69266886138117	4.54566162488845e-10	4.78961652767463e-10
.	gene-PA0134	138	0.463618659534037	4.56284232619453e-10	4.80672327091344e-10
.	gene-PA0986	1010	2.96970914965953	4.56658488801054e-10	4.80966946054963e-10
.	gene-PA2817	2878	1.94268447099551	4.59551285914017e-10	4.83913499455949e-10
gor	gene-PA2025	2071	0.398272988877438	4.61426341580307e-10	4.8578735961405e-10
def	gene-PA0019	19	2.31070844495669	4.6175652190783e-10	4.86034343593731e-10
.	gene-PA3042	3111	0.401257334443288	4.6378711981987e-10	4.88070675555471e-10
.	gene-PA3052	3121	1.64015563257742	4.64440708114466e-10	4.88657355837381e-10
radC	gene-PA5319	5482	2.06094749295399	4.67352823108058e-10	4.91619591540024e-10
.	gene-PA0581	589	1.88344699003714	4.68204253145643e-10	4.92409604612972e-10
.	gene-PA1937	1982	1.67101122043733	4.68297511879712e-10	4.92409604612972e-10
.	gene-PA3842	3939	6.78193198078511	4.70979144573391e-10	4.95126927880028e-10
.	gene-PA3360	3442	0.916761543991947	4.71758965225888e-10	4.95844220374874e-10
fadD1	gene-PA3299	3378	1.79152895539042	4.72079930702307e-10	4.96079034432989e-10
ftsW	gene-PA4413	4532	1.91634338747174	4.7256110136118e-10	4.9648206620281e-10
.	gene-PA4286	4399	0.691599614346215	4.76483741351785e-10	5.00499860519279e-10
.	gene-PA0846	863	1.24808535129394	4.87941020921312e-10	5.12428767324426e-10
.	gene-PA2110	2155	1.41778051017096	4.89267293346529e-10	5.13715504164175e-10
.	gene-PA1645	1682	1.6413796884253	4.8947157438306e-10	5.13823896725405e-10
nirS	gene-PA0519	525	0.32799921109722	4.90847584799781e-10	5.15162016244971e-10
.	gene-PA5293	5455	1.71210773990055	4.93988960847958e-10	5.18352015252139e-10
hasAp	gene-PA3407	3492	0.239542815548283	4.95663510236e-10	5.20001846410163e-10
.	gene-PA2719	2774	0.542979943367171	5.00392172142483e-10	5.24854413231132e-10
.	gene-PA3616	3710	0.541941217395758	5.01273689224035e-10	5.25670593875896e-10
ssrS	rna-PA5227.1	5388	5.35104938186598	5.06382047404941e-10	5.30918084753428e-10
hisI	gene-PA5066	5223	0.493066254018392	5.08307285151943e-10	5.32826746031258e-10
ahpF	gene-PA0140	144	0.642012329190213	5.1040360826704e-10	5.34913921689592e-10
wbpG	gene-PA3150	3229	0.477496791303518	5.14396081285895e-10	5.38987033451221e-10
phzD2	gene-PA1902	1949	2.1689646025238	5.20020138061739e-10	5.44767697166036e-10
.	gene-PA3295	3374	1.92636038064088	5.21416687604415e-10	5.46118199066622e-10
.	gene-PA3530	3622	3.21767350452325	5.2172621778368e-10	5.46329863556428e-10
ilvH	gene-PA4695	4839	0.582020953595953	5.24121412937006e-10	5.48634952824425e-10
.	gene-PA3215	3293	1.83911345085978	5.24143284330592e-10	5.48634952824425e-10
.	gene-PA0805	820	0.328295943462756	5.28742716277009e-10	5.53335400755009e-10
.	gene-PA2057	2102	1.61977931883201	5.31230170963681e-10	5.55761846746989e-10
.	gene-PA2858	2923	1.53333282401095	5.31279908955185e-10	5.55761846746989e-10
fusA2	gene-PA2071	2116	0.475799424564329	5.3193838223109e-10	5.563362142421e-10
.	gene-PA1141	1169	1.47462196223657	5.3237303454523e-10	5.5667630694273e-10
.	gene-PA4282	4395	1.63208297492425	5.3478099726334e-10	5.59079229252484e-10
.	gene-PA1125	1153	1.52342142769883	5.36015010155211e-10	5.60254126750102e-10
.	gene-PA1746	1783	2.90842934964802	5.36273248030739e-10	5.60408850439027e-10
tal	gene-PA2796	2857	1.89345523016743	5.38680322570428e-10	5.62808596727066e-10
mgtA	gene-PA4825	4979	1.74336981561351	5.39136846278154e-10	5.63169856886692e-10
flgM	gene-PA3351	3433	2.4309132769271	5.39665645504783e-10	5.63606450480966e-10
.	gene-PA3247	3324	1.34438804247568	5.400451197346e-10	5.63886947402555e-10
np20	gene-PA5499	5667	2.01094258466016	5.42194844577182e-10	5.66015353043517e-10
rnpB	rna-PA4421.1	4541	4.41493533083007	5.42517364365835e-10	5.66235795936017e-10
.	gene-PA0825	839	1.87185598184499	5.44999156915082e-10	5.68709360335152e-10
.	gene-PA4466	4587	0.550376688029134	5.49786438597266e-10	5.73587205635433e-10
.	gene-PA2958	3024	0.594406095266685	5.51867662679228e-10	5.75640423533103e-10
.	gene-PA4114	4213	2.1571247451703	5.52123236019497e-10	5.75788895643795e-10
.	gene-PA0344	349	0.707665980861499	5.54521539797292e-10	5.78171422979133e-10
.	gene-PA1994	2039	1.70825572730139	5.57176527138381e-10	5.80820549507722e-10
oprI	gene-PA2853	2918	0.334467517708566	5.76953151920634e-10	6.01313133329868e-10
.	gene-PA2145	2191	2.37993590152615	5.77251135780443e-10	6.01500415049909e-10
desT	gene-PA4890	5043	1.18785202885239	5.79926218158278e-10	6.04164068702078e-10
.	gene-PA3663	3758	0.661967249523086	5.80923309456693e-10	6.05078866978141e-10
.	gene-PA1356	1386	1.5937546499532	5.81582115799506e-10	6.05641011435693e-10
pslN	gene-PA2244	2292	0.540496117153261	5.86870441132703e-10	6.1102297157244e-10
.	gene-PA3764	3860	1.57842291808045	5.89830628783261e-10	6.13979272745728e-10
.	gene-PA1742	1779	2.27869628228937	5.92618509820397e-10	6.1675503938533e-10
.	gene-PA4041	4141	1.88643854883813	5.9362670334906e-10	6.17677877333736e-10
gpuR	gene-PA0289	293	1.93879542752724	5.94484905747095e-10	6.18444301498358e-10
.	gene-PA2718	2773	1.80354265493001	6.0110405541991e-10	6.25202315772191e-10
.	gene-PA0119	123	2.29736382812082	6.01852345738507e-10	6.2585259265446e-10
.	gene-PA3678	3773	0.583163753881549	6.03567196222343e-10	6.2750750210399e-10
.	gene-PA1874	1921	0.568481586638856	6.05533512221257e-10	6.29423121350182e-10
.	gene-PA3787	3883	0.655131122568338	6.05786976137779e-10	6.2948739396368e-10
.	gene-PA2350	2400	1.65533819136829	6.0584293137822e-10	6.2948739396368e-10
.	gene-PA3905	4003	0.778054798198159	6.09047035027288e-10	6.3268726723468e-10
.	gene-PA5064	5221	0.729231606842821	6.15343886956055e-10	6.3909797082752e-10
.	gene-PA4833	4987	2.18446337633219	6.18689321996158e-10	6.42321693995766e-10
.	gene-PA0525	531	0.454133825721718	6.18700424226404e-10	6.42321693995766e-10
.	gene-PA1885	1932	0.527793010784874	6.2254690291752e-10	6.46183098864174e-10
.	gene-PA4460	4581	0.707252215927364	6.23341156469337e-10	6.46875465438077e-10
.	gene-PA4841	4995	0.600682939640382	6.27897844829306e-10	6.51471238718021e-10
.	gene-PA2152	2198	1.49686431215798	6.33811225725367e-10	6.57472477114135e-10
